lang,sentence_id,token_idx,token_str,expert_id
eng_Latn,0,0,Their,60
eng_Latn,0,1,Ġv,47
eng_Latn,0,2,ines,10
eng_Latn,0,3,Ġand,8
eng_Latn,0,4,Ġtend,19
eng_Latn,0,5,rils,21
eng_Latn,0,6,Ġseem,56
eng_Latn,0,7,Ġto,21
eng_Latn,0,8,Ġreach,16
eng_Latn,0,9,Ġeverywhere,17
bul_Cyrl,1,0,âĢ,60
bul_Cyrl,1,1,ŀ,9
bul_Cyrl,1,2,Ðł,13
bul_Cyrl,1,3,Ð°Ð·,13
bul_Cyrl,1,4,Ð±,13
bul_Cyrl,1,5,Ð¸,13
bul_Cyrl,1,6,ÑĢÐ°,13
bul_Cyrl,1,7,ĠÑģÐµ,13
bul_Cyrl,1,8,",",13
bul_Cyrl,1,9,ĠÑĩ,13
bul_Cyrl,1,10,Ðµ,13
bul_Cyrl,1,11,ĠÑģÐ¼,13
bul_Cyrl,1,12,Ðµ,13
bul_Cyrl,1,13,ĠÑĥ,13
bul_Cyrl,1,14,Ñĩ,13
bul_Cyrl,1,15,ÑĥÐ´,13
bul_Cyrl,1,16,ÐµÐ½Ð¸,13
eng_Latn,2,0,HTML,60
eng_Latn,2,1,Ġcannot,48
eng_Latn,2,2,Ġbe,56
eng_Latn,2,3,Ġused,63
eng_Latn,2,4,Ġin,58
eng_Latn,2,5,Ġthe,58
eng_Latn,2,6,Ġtag,58
eng_Latn,2,7,line,6
eng_Latn,3,0,Te,60
eng_Latn,3,1,acher,22
eng_Latn,3,2,",",51
eng_Latn,3,3,Ġpilot,46
eng_Latn,3,4,",",45
eng_Latn,3,5,Ġnurse,46
eng_Latn,3,6,Ġor,45
eng_Latn,3,7,Ġengineer,51
kor_Hang,4,0,ëıĦ,60
kor_Hang,4,1,ì,13
kor_Hang,4,2,¿,13
kor_Hang,4,3,Ħ,13
kor_Hang,4,4,Ġí,47
kor_Hang,4,5,ĥ,13
kor_Hang,4,6,Ģ,13
kor_Hang,4,7,ì,13
kor_Hang,4,8,Ľ,61
kor_Hang,4,9,Į,13
kor_Hang,4,10,ì,13
kor_Hang,4,11,¡,19
kor_Hang,4,12,°,13
kor_Hang,4,13,í,47
kor_Hang,4,14,ļ,13
kor_Hang,4,15,Į,13
kor_Hang,4,16,ì,13
kor_Hang,4,17,Īĺ,13
kor_Hang,4,18,:,1
kor_Hang,4,19,Ġ17,13
kor_Hang,4,20,73,13
kor_Hang,4,21,Ċ,12
kor_Hang,4,22,ìł,13
kor_Hang,4,23,Ħ,13
kor_Hang,4,24,ë§,19
kor_Hang,4,25,Ŀ,13
kor_Hang,4,26,Ċ,12
kor_Hang,4,27,Information,22
kor_Hang,4,28,Ċ,12
kor_Hang,4,29,$$,9
kor_Hang,4,30,Ċ,9
kor_Hang,4,31,1958,13
kor_Hang,4,32,ë,52
kor_Hang,4,33,ħ,13
kor_Hang,4,34,Ħ,13
kor_Hang,4,35,ìĹĲ,13
kor_Hang,4,36,Ġì,13
kor_Hang,4,37,Ļ,13
kor_Hang,4,38,Ħ,13
kor_Hang,4,39,ê³,47
kor_Hang,4,40,µ,34
kor_Hang,4,41,íķľ,13
kor_Hang,4,42,Ġí,47
kor_Hang,4,43,ĥ,13
kor_Hang,4,44,Ģ,13
kor_Hang,4,45,ì,13
kor_Hang,4,46,Ľ,13
kor_Hang,4,47,Į,13
kor_Hang,4,48,ìŀ,13
kor_Hang,4,49,ħ,13
kor_Hang,4,50,ëĭĪëĭ¤,34
eng_Latn,5,0,Pan,60
eng_Latn,5,1,ett,26
eng_Latn,5,2,ieri,39
eng_Latn,5,3,ĠJr,39
eng_Latn,6,0,---,60
eng_Latn,6,1,ĠNature,40
eng_Latn,6,2,Ġis,56
eng_Latn,6,3,Ġa,35
eng_Latn,6,4,Ġmaster,59
eng_Latn,6,5,Ġbuilder,17
kor_Hang,7,0,ë§,60
kor_Hang,7,1,Ī,13
kor_Hang,7,2,ë,13
kor_Hang,7,3,£,13
kor_Hang,7,4,¨,13
kor_Hang,7,5,ê¸°,13
kor_Hang,7,6,í,13
kor_Hang,7,7,ļ,13
kor_Hang,7,8,į,13
kor_Hang,7,9,Ġí,13
kor_Hang,7,10,Ļ,13
kor_Hang,7,11,Ķ,13
kor_Hang,7,12,ì,13
kor_Hang,7,13,ĺ,13
kor_Hang,7,14,ģ,13
kor_Hang,7,15,Ġ+,13
kor_Hang,7,16,Ġí,13
kor_Hang,7,17,ļ,19
