lang,sentence_id,token_idx,token_str,expert_id
eng_Latn,0,0,Does,60
eng_Latn,0,1,Ġthis,10
eng_Latn,0,2,Ġsound,56
eng_Latn,0,3,Ġlike,54
eng_Latn,0,4,Ġa,41
eng_Latn,0,5,Ġgoodbye,46
eng_Latn,1,0,Week,60
eng_Latn,1,1,ly,22
eng_Latn,1,2,ĠPhoto,22
eng_Latn,1,3,ĠChallenge,22
eng_Latn,1,4,:,42
eng_Latn,1,5,ĠThank,29
eng_Latn,1,6,ful,34
eng_Latn,1,7,Ċ,9
eng_Latn,1,8,Nice,22
eng_Latn,1,9,ĠChallenge,51
eng_Latn,2,0,I,60
eng_Latn,2,1,âĢĻ,9
eng_Latn,2,2,ve,18
eng_Latn,2,3,Ġalso,18
eng_Latn,2,4,Ġheard,16
eng_Latn,2,5,Ġthem,0
eng_Latn,2,6,Ġcalled,59
eng_Latn,2,7,ĠâĢľ,24
eng_Latn,2,8,f,47
eng_Latn,2,9,ung,47
eng_Latn,2,10,oes,8
jpn_Jpan,3,0,ãģĿ,60
jpn_Jpan,3,1,ãģĹãģ¦,36
jpn_Jpan,3,2,æľ¬,13
jpn_Jpan,3,3,æĹ¥,36
jpn_Jpan,3,4,ãĢģ,24
jpn_Jpan,3,5,ãĥĹ,47
jpn_Jpan,3,6,ãĥŃ,13
jpn_Jpan,3,7,ãĤ¸,39
jpn_Jpan,3,8,ãĤ§,19
jpn_Jpan,3,9,ãĤ¯,13
jpn_Jpan,3,10,ãĥĪ,36
jpn_Jpan,3,11,ãģ®,24
jpn_Jpan,3,12,æĽ´,13
jpn_Jpan,3,13,æĸ°,13
jpn_Jpan,3,14,æĥħ,13
jpn_Jpan,3,15,åł±,36
jpn_Jpan,3,16,ãģ§,36
jpn_Jpan,3,17,æĭ,47
jpn_Jpan,3,18,¡,36
jpn_Jpan,3,19,å¼,19
jpn_Jpan,3,20,µ,36
jpn_Jpan,3,21,ãĤ,61
jpn_Jpan,3,22,´,13
jpn_Jpan,3,23,ãĥ¼ãĥ«,13
jpn_Jpan,3,24,ãģ®,24
jpn_Jpan,3,25,è¿,13
jpn_Jpan,3,26,½,13
jpn_Jpan,3,27,åĬł,13
jpn_Jpan,3,28,ãģĮ,36
jpn_Jpan,3,29,çĻº,13
jpn_Jpan,3,30,è¡¨,34
jpn_Jpan,3,31,ãģķãĤĮ,13
jpn_Jpan,3,32,ãģ¾ãģĹãģŁ,34
eng_Latn,4,0,Original,60
eng_Latn,4,1,Ġpublication,22
eng_Latn,4,2,:,12
eng_Latn,4,3,Ċ,12
eng_Latn,4,4,T,61
eng_Latn,5,0,See,60
eng_Latn,5,1,ing,16
eng_Latn,5,2,ĠIsn,60
eng_Latn,5,3,âĢĻ,9
eng_Latn,5,4,t,0
eng_Latn,5,5,ĠBel,19
eng_Latn,5,6,ie,19
eng_Latn,5,7,ving,34
eng_Latn,5,8,Ċ,9
eng_Latn,5,9,Pay,22
eng_Latn,5,10,Ġattention,34
eng_Latn,6,0,mon,60
eng_Latn,6,1,ocyt,1
eng_Latn,6,2,ogenes,33
eng_Latn,6,3,ĠâĢĵ,33
eng_Latn,6,4,Ġit,33
eng_Latn,6,5,Ġdoes,33
eng_Latn,6,6,Ġnot,33
eng_Latn,6,7,Ġcause,33
eng_Latn,6,8,Ġhuman,33
eng_Latn,6,9,Ġdisease,33
jpn_Jpan,7,0,ãĢĮ,60
jpn_Jpan,7,1,ä½ķ,36
jpn_Jpan,7,2,æķ,19
jpn_Jpan,7,3,ħ,36
jpn_Jpan,7,4,ãģĭ,13
jpn_Jpan,7,5,ãģĮ,24
jpn_Jpan,7,6,åĪĨ,13
jpn_Jpan,7,7,ãģĭãĤī,13
jpn_Jpan,7,8,ãģªãģĦ,34
jpn_Jpan,7,9,ãģ¨,13
jpn_Jpan,7,10,åħĪ,13
jpn_Jpan,7,11,ãģ«,24
jpn_Jpan,7,12,éĢ,47
jpn_Jpan,7,13,²,13
jpn_Jpan,7,14,ãĤģ,13
jpn_Jpan,7,15,ãģªãģĦ,34
jpn_Jpan,7,16,åŃĲ,13
jpn_Jpan,7,17,ä¾Ľ,13
jpn_Jpan,7,18,ãĢį,9
jpn_Jpan,7,19,ãģ¨,24
jpn_Jpan,7,20,ãĢĮ,24
jpn_Jpan,7,21,å½,19
jpn_Jpan,7,22,¹,13
jpn_Jpan,7,23,ãģ«,13
jpn_Jpan,7,24,ç«ĭ,13
jpn_Jpan,7,25,ãģ¤,13
jpn_Jpan,7,26,ãģĵãģ¨ãģĮ,13
jpn_Jpan,7,27,åĪĨ,13
jpn_Jpan,7,28,ãģĭãĤī,13
jpn_Jpan,7,29,ãģªãģĦ,13
jpn_Jpan,7,30,ãģ¨,24
jpn_Jpan,7,31,åħĪ,13
jpn_Jpan,7,32,ãģ«,24
jpn_Jpan,7,33,éĢ,47
jpn_Jpan,7,34,²,13
jpn_Jpan,7,35,ãĤģ,13
jpn_Jpan,7,36,ãģªãģĦ,13
jpn_Jpan,7,37,åŃĲ,13
jpn_Jpan,7,38,ä¾Ľ,13
jpn_Jpan,7,39,ãĢį,34
jpn_Jpan,7,40,ãģł,13
