lang,sentence_id,token_idx,token_str,expert_id
eng_Latn,0,0,Short,60
eng_Latn,0,1,Ġanswer,34
eng_Latn,0,2,:,42
eng_Latn,0,3,ĠBoth,51
eng_Latn,1,0,(,60
eng_Latn,1,1,F,47
eng_Latn,1,2,err,47
eng_Latn,1,3,um,40
eng_Latn,1,4,Ġis,56
eng_Latn,1,5,ĠLatin,46
eng_Latn,1,6,Ġfor,59
eng_Latn,1,7,ĠâĢľ,59
eng_Latn,1,8,iron,7
eng_Latn,1,9,âĢĿ),33
jpn_Jpan,2,0,ãĢ,60
jpn_Jpan,2,1,Ĳ,13
jpn_Jpan,2,2,ãģ¾,13
jpn_Jpan,2,3,ãģķ,39
jpn_Jpan,2,4,ãģĭ,7
jpn_Jpan,2,5,ãģ®,24
jpn_Jpan,2,6,åĨį,24
jpn_Jpan,2,7,è²,19
jpn_Jpan,2,8,©,13
jpn_Jpan,2,9,ãĢ,9
jpn_Jpan,2,10,ĳ,11
jpn_Jpan,2,11,ãĥª,39
jpn_Jpan,2,12,ãĤ¢,13
jpn_Jpan,2,13,ãĥ«,39
jpn_Jpan,2,14,ãĤµ,47
jpn_Jpan,2,15,ãĤ¤,47
jpn_Jpan,2,16,ãĤº,13
jpn_Jpan,2,17,ãģ®,24
jpn_Jpan,2,18,é,26
jpn_Jpan,2,19,¤,47
jpn_Jpan,2,20,ĥ,13
jpn_Jpan,2,21,åŃĲ,13
jpn_Jpan,2,22,ãĥĹ,47
jpn_Jpan,2,23,ãĥ©,19
jpn_Jpan,2,24,ãĥ¢,19
jpn_Jpan,2,25,ãĥĩ,19
jpn_Jpan,2,26,ãĥ«,13
jpn_Jpan,2,27,ãģĮ,24
jpn_Jpan,2,28,åĨį,13
jpn_Jpan,2,29,ãģ³,24
jpn_Jpan,2,30,éĻ,47
jpn_Jpan,2,31,į,13
jpn_Jpan,2,32,èĩ,19
jpn_Jpan,2,33,¨,34
eng_Latn,3,0,G,60
eng_Latn,3,1,ust,19
eng_Latn,3,2,av,49
eng_Latn,3,3,ĠHol,27
eng_Latn,3,4,st,49
eng_Latn,3,5,âĢĻ,9
eng_Latn,3,6,s,37
eng_Latn,3,7,Ġmelody,48
eng_Latn,3,8,Ġcan,48
eng_Latn,3,9,âĢĻ,9
eng_Latn,3,10,t,0
eng_Latn,3,11,Ġbut,17
eng_Latn,3,12,Ġstir,53
eng_Latn,3,13,Ġthe,59
eng_Latn,3,14,Ġsoul,16
eng_Latn,4,0,We,60
eng_Latn,4,1,Ġare,56
eng_Latn,4,2,Ġvery,56
eng_Latn,4,3,Ġhonored,51
eng_Latn,4,4,Ġand,56
eng_Latn,4,5,Ġhum,19
eng_Latn,4,6,bled,4
eng_Latn,4,7,Ġto,18
eng_Latn,4,8,Ġsay,16
eng_Latn,4,9,Ġthe,37
eng_Latn,4,10,Ġleast,51
kor_Hang,5,0,ì,60
kor_Hang,5,1,Ĩ,47
kor_Hang,5,2,į,13
kor_Hang,5,3,ì,13
kor_Hang,5,4,´,19
kor_Hang,5,5,Ī,13
kor_Hang,5,6,ë¥¼,13
kor_Hang,5,7,Ġë,13
kor_Hang,5,8,¹,47
kor_Hang,5,9,Ħ,13
kor_Hang,5,10,ë¡,19
kor_Hang,5,11,¯,13
kor_Hang,5,12,íķľ,13
kor_Hang,5,13,Ġì,13
kor_Hang,5,14,ĺ,13
kor_Hang,5,15,ģ,13
kor_Hang,5,16,ëı,47
kor_Hang,5,17,Ļ,13
kor_Hang,5,18,ì§Ģ,13
kor_Hang,5,19,ìĹ,19
kor_Hang,5,20,Ń,13
kor_Hang,5,21,ìĹĲ,13
kor_Hang,5,22,ìĦľ,13
kor_Hang,5,23,ĠA,1
kor_Hang,5,24,ì,13
kor_Hang,5,25,Ķ,13
kor_Hang,5,26,¨,13
kor_Hang,5,27,ë¥¼,13
kor_Hang,5,28,Ġë°,19
kor_Hang,5,29,Ľ,13
kor_Hang,5,30,ìķ,13
kor_Hang,5,31,Ħ,13
kor_Hang,5,32,ì,13
kor_Hang,5,33,¤,13
kor_Hang,5,34,Ħ,13
kor_Hang,5,35,Ġë§,19
kor_Hang,5,36,Į,13
kor_Hang,5,37,íķľ,13
kor_Hang,5,38,Ġë,13
kor_Hang,5,39,³,13
kor_Hang,5,40,ĳ,13
kor_Hang,5,41,ì,13
kor_Hang,5,42,Ľ,61
kor_Hang,5,43,Ĳ,13
kor_Hang,5,44,ìĿĦ,13
kor_Hang,5,45,Ġì,13
kor_Hang,5,46,°,19
kor_Hang,5,47,¾,13
kor_Hang,5,48,ê¸°,13
kor_Hang,5,49,Ġì,13
kor_Hang,5,50,ĸ´,13
kor_Hang,5,51,ëł,13
kor_Hang,5,52,¤,13
kor_Hang,5,53,ì,13
kor_Hang,5,54,Ľ,13
kor_Hang,5,55,ł,13
kor_Hang,5,56,ëĭ¤,34
eng_Latn,6,0,By,60
eng_Latn,6,1,Ġthe,37
eng_Latn,6,2,Ġtime,54
eng_Latn,6,3,ĠE,26
eng_Latn,6,4,psilon,40
eng_Latn,6,5,Ġand,5
eng_Latn,6,6,ĠZ,61
eng_Latn,6,7,eta,50
eng_Latn,6,8,Ġ(,24
eng_Latn,6,9,st,61
eng_Latn,6,10,orms,48
eng_Latn,6,11,ĠNo,22
eng_Latn,7,0,âĢľ,60
eng_Latn,7,1,You,4
eng_Latn,7,2,Ġcan,18
eng_Latn,7,3,Ġget,21
eng_Latn,7,4,Ġthem,34
eng_Latn,7,5,Ġin,53
eng_Latn,7,6,Ġbut,45
eng_Latn,7,7,Ġit,35
eng_Latn,7,8,Ġcreates,41
eng_Latn,7,9,Ġa,41
eng_Latn,7,10,Ġstress,46
eng_Latn,7,11,Ġfield,15
eng_Latn,8,0,This,60
eng_Latn,8,1,Ġyear,49
eng_Latn,8,2,",",45
eng_Latn,8,3,Ġshe,18
eng_Latn,8,4,Ġdidn,9
eng_Latn,8,5,âĢĻ,9
eng_Latn,8,6,t,18
eng_Latn,8,7,Ġbring,53
eng_Latn,8,8,Ġthe,8
eng_Latn,8,9,Ġp,47
eng_Latn,8,10,ups,21
eng_Latn,8,11,Ġout,21
eng_Latn,9,0,But,60
eng_Latn,9,1,Ġare,54
eng_Latn,9,2,Ġwe,56
eng_Latn,9,3,Ġall,56
eng_Latn,9,4,Ġtra,19
eng_Latn,9,5,umat,19
eng_Latn,9,6,ized,16
eng_Latn,10,0,The,60
eng_Latn,10,1,Ġnest,46
eng_Latn,10,2,",",5
eng_Latn,10,3,Ġas,54
eng_Latn,10,4,Ġyet,48
eng_Latn,10,5,Ġwithout,8
eng_Latn,10,6,Ġeggs,15
eng_Latn,10,7,",",48
eng_Latn,10,8,Ġis,56
eng_Latn,10,9,Ġpictured,34
eng_Latn,10,10,Ġbelow,34
eng_Latn,11,0,A,60
eng_Latn,11,1,Ġlesson,17
eng_Latn,11,2,Ġin,53
eng_Latn,11,3,Ġlooking,16
eng_Latn,11,4,Ġup,16
eng_Latn,12,0,[,60
eng_Latn,12,1,fade,7
eng_Latn,12,2,],11
eng_Latn,12,3,Drawing,53
eng_Latn,12,4,Ġlines,16
eng_Latn,12,5,Ġbetween,6
eng_Latn,12,6,Ġbrands,15
eng_Latn,12,7,Ġ&,45
eng_Latn,12,8,Ġconsumers,63
eng_Latn,13,0,12,60
eng_Latn,13,1,ĠScience,40
kor_Hang,14,0,R,60
kor_Hang,14,1,ìĿĢ,13
kor_Hang,14,2,Ġì,13
kor_Hang,14,3,ĺ,13
kor_Hang,14,4,ģ,13
kor_Hang,14,5,ìĸ´,13
kor_Hang,14,6,Ġrapid,40
kor_Hang,14,7,(,24
kor_Hang,14,8,ë,13
kor_Hang,14,9,¹,47
kor_Hang,14,10,ł,13
kor_Hang,14,11,ë¥,13
kor_Hang,14,12,¸,13
kor_Hang,14,13,),13
kor_Hang,14,14,ë¥¼,13
kor_Hang,14,15,Ġë,13
kor_Hang,14,16,Ĥ,13
kor_Hang,14,17,ĺ,13
kor_Hang,14,18,í,13
kor_Hang,14,19,ĥ,13
kor_Hang,14,20,Ģ,13
kor_Hang,14,21,ëĤ,34
kor_Hang,14,22,¸,13
kor_Hang,14,23,ëĭ¤,34
bul_Cyrl,15,0,ÐĶ,60
bul_Cyrl,15,1,ÐµÐ±,13
bul_Cyrl,15,2,ÐµÐ»,13
bul_Cyrl,15,3,Ð¸Ð½,13
bul_Cyrl,15,4,Ð°ÑĤÐ°,13
bul_Cyrl,15,5,ĠÐ¼,13
bul_Cyrl,15,6,Ñĥ,13
bul_Cyrl,15,7,ĠÐµ,13
bul_Cyrl,15,8,ĠÐ·,13
bul_Cyrl,15,9,Ð°Ð±,13
bul_Cyrl,15,10,ÐµÐ»,13
bul_Cyrl,15,11,ÐµÐ¶,13
bul_Cyrl,15,12,Ð¸ÑĤÐµÐ»,13
bul_Cyrl,15,13,Ð½,13
bul_Cyrl,15,14,Ð¸ÑĤÐµ,13
bul_Cyrl,15,15,Ġ8,52
eng_Latn,16,0,Re,60
eng_Latn,16,1,ached,22
eng_Latn,16,2,Ġa,35
eng_Latn,16,3,Ġlandmark,44
eng_Latn,16,4,Ġthis,52
eng_Latn,16,5,Ġweek,49
eng_Latn,16,6,ĠâĢ¦,42
eng_Latn,16,7,Ġon,53
eng_Latn,16,8,ĠFeb,1
eng_Latn,17,0,Bad,60
eng_Latn,17,1,Ġsci,47
eng_Latn,17,2,-,39
eng_Latn,17,3,fi,46
eng_Latn,17,4,Ġmovies,15
eng_Latn,17,5,Ġare,56
eng_Latn,17,6,Ġa,35
eng_Latn,17,7,Ġstaple,44
eng_Latn,17,8,Ġin,37
eng_Latn,17,9,Ġour,37
eng_Latn,17,10,Ġhousehold,49
eng_Latn,18,0,So,60
eng_Latn,18,1,",",42
eng_Latn,18,2,Ġthe,38
eng_Latn,18,3,Ġresearchers,18
eng_Latn,18,4,Ġfocused,16
eng_Latn,18,5,Ġon,33
eng_Latn,18,6,Ġthat,33
eng_Latn,19,0,state,60
eng_Latn,19,1,Ġof,53
eng_Latn,19,2,ĠFlorida,49
eng_Latn,20,0,All,60
eng_Latn,20,1,Ġwe,18
eng_Latn,20,2,Ġhave,4
eng_Latn,20,3,Ġto,18
eng_Latn,20,4,Ġdo,34
eng_Latn,20,5,Ġis,31
eng_Latn,20,6,Ġwield,20
eng_Latn,20,7,Ġit,16
eng_Latn,21,0,Te,60
eng_Latn,21,1,acher,22
eng_Latn,21,2,",",51
eng_Latn,21,3,Ġpilot,46
eng_Latn,21,4,",",45
eng_Latn,21,5,Ġnurse,46
eng_Latn,21,6,Ġor,45
eng_Latn,21,7,Ġengineer,51
eng_Latn,22,0,An,60
eng_Latn,22,1,Ġich,19
eng_Latn,22,2,neum,19
eng_Latn,22,3,on,33
eng_Latn,22,4,Ġwas,56
eng_Latn,22,5,p,33
eng_Latn,23,0,Lost,60
eng_Latn,23,1,Ġin,22
eng_Latn,23,2,Ġthe,22
eng_Latn,23,3,ĠDetails,34
eng_Latn,24,0,B,60
eng_Latn,24,1,anks,40
eng_Latn,24,2,Ġand,43
eng_Latn,24,3,Ġbook,57
eng_Latn,24,4,st,61
eng_Latn,24,5,ores,31
eng_Latn,25,0,We,60
eng_Latn,25,1,Ġare,56
eng_Latn,25,2,Ġgrateful,16
eng_Latn,25,3,Ġfor,29
eng_Latn,25,4,Ġthe,41
eng_Latn,25,5,Ġhonor,46
eng_Latn,26,0,M,60
eng_Latn,26,1,os,27
eng_Latn,26,2,ch,26
eng_Latn,26,3,ino,49
eng_Latn,26,4,Ġis,56
eng_Latn,26,5,Ġknown,63
eng_Latn,26,6,Ġfor,62
eng_Latn,26,7,Ġits,62
eng_Latn,26,8,Ġover,24
eng_Latn,26,9,-,24
eng_Latn,26,10,the,7
eng_Latn,26,11,-,24
eng_Latn,26,12,top,62
eng_Latn,26,13,Ġdesigns,48
eng_Latn,27,0,This,60
eng_Latn,27,1,Ġone,52
eng_Latn,27,2,Ġwas,56
eng_Latn,27,3,Ġunusual,34
eng_Latn,27,4,Ġin,20
eng_Latn,27,5,Ġits,38
eng_Latn,27,6,Ġsize,57
eng_Latn,27,7,",",5
eng_Latn,27,8,Ġabout,52
eng_Latn,28,0,5,60
eng_Latn,28,1,c,13
eng_Latn,28,2,da,13
eng_Latn,28,3,Ċ,12
eng_Latn,28,4,Subscribe,22
eng_Latn,28,5,Ġto,22
eng_Latn,28,6,Ġa,22
eng_Latn,28,7,ĠWordPress,22
eng_Latn,29,0,The,60
eng_Latn,29,1,Ġlead,57
eng_Latn,29,2,Ġauthor,18
eng_Latn,29,3,Ġis,5
eng_Latn,29,4,ĠDr,5
eng_Latn,30,0,But,60
eng_Latn,30,1,Ġwhy,54
eng_Latn,30,2,Ġdo,54
eng_Latn,30,3,Ġonly,20
eng_Latn,30,4,Ġsome,10
eng_Latn,30,5,Ġsmokers,30
eng_Latn,30,6,Ġget,30
eng_Latn,30,7,Ġcancer,46
eng_Latn,31,0,âĢĿ,60
eng_Latn,31,1,Ċ,9
eng_Latn,31,2,The,38
eng_Latn,31,3,Ġresearch,15
eng_Latn,31,4,Ġwas,56
eng_Latn,31,5,Ġmade,63
eng_Latn,31,6,Ġup,57
eng_Latn,31,7,Ġof,30
eng_Latn,31,8,Ġtwo,52
eng_Latn,31,9,Ġstudies,63
eng_Latn,32,0,Some,60
eng_Latn,32,1,Ġdays,57
eng_Latn,32,2,",",45
eng_Latn,32,3,Ġyou,0
eng_Latn,32,4,Ġjust,18
eng_Latn,32,5,Ġneed,53
eng_Latn,32,6,Ġa,41
eng_Latn,32,7,Ġbutterfly,8
eng_Latn,33,0,Be,60
eng_Latn,33,1,h,27
eng_Latn,33,2,j,61
eng_Latn,33,3,ati,39
eng_Latn,33,4,âĢĻ,9
eng_Latn,33,5,s,38
eng_Latn,33,6,Ġjaw,50
eng_Latn,33,7,Ġdropped,16
eng_Latn,34,0,-,60
eng_Latn,34,1,ĠBest,22
eng_Latn,34,2,Ġof,22
eng_Latn,34,3,Ġ1,52
eng_Latn,34,4,Ġtie,57
eng_Latn,34,5,-,57
eng_Latn,34,6,breaking,52
eng_Latn,34,7,Ġmatches,15
eng_Latn,35,0,as,60
eng_Latn,35,1,Ġa,35
eng_Latn,35,2,Ġglobal,35
eng_Latn,35,3,Ġleader,63
eng_Latn,35,4,Ġin,20
eng_Latn,35,5,Ġresearch,63
eng_Latn,35,6,Ġand,14
eng_Latn,35,7,Ġinnovation,63
eng_Latn,36,0,Not,60
eng_Latn,36,1,ĠâĢĻ,9
eng_Latn,36,2,til,54
eng_Latn,36,3,Ġa,35
eng_Latn,36,4,Ġcouple,52
eng_Latn,36,5,Ġof,52
eng_Latn,36,6,Ġweeks,57
eng_Latn,36,7,Ġago,49
eng_Latn,36,8,Ġthat,54
eng_Latn,36,9,Ġis,51
eng_Latn,37,0,These,60
eng_Latn,37,1,ĠOrange,40
eng_Latn,37,2,ĠL,61
eng_Latn,37,3,ilies,15
eng_Latn,37,4,Ġgrow,8
eng_Latn,37,5,Ġat,20
eng_Latn,37,6,Ġour,8
eng_Latn,37,7,Ġback,57
eng_Latn,37,8,door,8
eng_Latn,38,0,G,60
eng_Latn,38,1,ust,19
eng_Latn,38,2,av,49
eng_Latn,38,3,Ġcaused,53
eng_Latn,38,4,Ġat,53
eng_Latn,38,5,Ġleast,1
eng_Latn,38,6,Ġ$,1
eng_Latn,38,7,8,52
eng_Latn,39,0,âĢľ,60
eng_Latn,39,1,No,51
eng_Latn,39,2,Ġone,18
eng_Latn,39,3,Ġhad,18
eng_Latn,39,4,Ġbeen,21
eng_Latn,39,5,Ġthere,16
eng_Latn,39,6,Ġsince,54
eng_Latn,39,7,Ġ3,52
eng_Latn,39,8,rd,52
eng_Latn,39,9,",",52
eng_Latn,39,10,ĠNovember,37
eng_Latn,39,11,Ġ1918,49
eng_Latn,40,0,Just,60
eng_Latn,40,1,Ġopened,53
eng_Latn,40,2,Ġdog,46
eng_Latn,40,3,woods,49
eng_Latn,40,4,Ġface,57
eng_Latn,40,5,Ġthe,37
eng_Latn,40,6,Ġsun,46
eng_Latn,41,0,We,60
eng_Latn,41,1,Ġhad,20
eng_Latn,41,2,Ġa,38
eng_Latn,41,3,Ġrough,35
eng_Latn,41,4,Ġnight,57
eng_Latn,41,5,Ġlast,52
eng_Latn,41,6,Ġnight,51
eng_Latn,42,0,State,60
eng_Latn,42,1,Ġmedia,18
eng_Latn,42,2,Ġreports,18
eng_Latn,42,3,Ġwere,56
eng_Latn,42,4,Ġviewed,16
eng_Latn,42,5,Ġmore,23
eng_Latn,42,6,Ġthan,54
eng_Latn,42,7,Ġ5,52
eng_Latn,43,0,Their,60
eng_Latn,43,1,Ġv,47
eng_Latn,43,2,ines,10
eng_Latn,43,3,Ġand,8
eng_Latn,43,4,Ġtend,19
eng_Latn,43,5,rils,21
eng_Latn,43,6,Ġseem,56
eng_Latn,43,7,Ġto,21
eng_Latn,43,8,Ġreach,16
eng_Latn,43,9,Ġeverywhere,17
kor_Hang,44,0,ì,60
kor_Hang,44,1,£,13
kor_Hang,44,2,¼,13
kor_Hang,44,3,ìĭ,13
kor_Hang,44,4,Ŀ,13
kor_Hang,44,5,ìĭ,13
kor_Hang,44,6,ľ,13
kor_Hang,44,7,ìŀ,19
kor_Hang,44,8,¥,13
kor_Hang,44,9,ìĿ´,13
kor_Hang,44,10,Ġê,13
kor_Hang,44,11,¸,13
kor_Hang,44,12,Ī,13
kor_Hang,44,13,ìľ,61
kor_Hang,44,14,µ,13
kor_Hang,44,15,í,47
kor_Hang,44,16,Ĩ,19
kor_Hang,44,17,µ,13
kor_Hang,44,18,í,47
kor_Hang,44,19,Ļ,13
kor_Hang,44,20,Ķ,13
kor_Hang,44,21,ìľ,13
kor_Hang,44,22,Ħ,13
kor_Hang,44,23,ì,13
kor_Hang,44,24,Ľ,61
kor_Hang,44,25,Ĳ,13
kor_Hang,44,26,í,47
kor_Hang,44,27,ļ,13
kor_Hang,44,28,Į,13
kor_Hang,44,29,ìĿĺ,13
kor_Hang,44,30,Ġê,13
kor_Hang,44,31,¸,13
kor_Hang,44,32,Ī,13
kor_Hang,44,33,ë¦¬,13
kor_Hang,44,34,ìĿ,13
kor_Hang,44,35,¸,13
kor_Hang,44,36,íķĺ,13
kor_Hang,44,37,ìĹĲ,13
kor_Hang,44,38,Ġì,13
kor_Hang,44,39,ĺ,19
kor_Hang,44,40,ģ,13
kor_Hang,44,41,í,47
kor_Hang,44,42,ĸ,19
kor_Hang,44,43,¥,13
kor_Hang,44,44,ìĿĦ,13
kor_Hang,44,45,Ġë°,19
kor_Hang,44,46,Ľ,13
kor_Hang,44,47,ìķ,13
kor_Hang,44,48,Ħ,13
kor_Hang,44,49,Ġê°,13
kor_Hang,44,50,ķ,13
kor_Hang,44,51,ë,13
kor_Hang,44,52,³,13
kor_Hang,44,53,´,13
kor_Hang,44,54,íķ,13
kor_Hang,44,55,©,13
