lang,sentence_id,token_idx,token_str,expert_id
kor_Hang,0,0,ê,60
kor_Hang,0,1,·¸,13
kor_Hang,0,2,ë,13
kor_Hang,0,3,Ł,13
kor_Hang,0,4,¬,13
kor_Hang,0,5,ë,13
kor_Hang,0,6,į,47
kor_Hang,0,7,ĺ,13
kor_Hang,0,8,Ġì,13
kor_Hang,0,9,¤,13
kor_Hang,0,10,ĳ,13
kor_Hang,0,11,",",13
kor_Hang,0,12,Ġë,13
kor_Hang,0,13,ĵ,19
kor_Hang,0,14,ľ,13
kor_Hang,0,15,ì,13
kor_Hang,0,16,Ľ,61
kor_Hang,0,17,¨,13
kor_Hang,0,18,ìĿ,19
kor_Hang,0,19,¸,13
kor_Hang,0,20,ìĿĢ,13
kor_Hang,0,21,Ġí,47
kor_Hang,0,22,Ĺ,19
kor_Hang,0,23,¤,13
kor_Hang,0,24,ìĿ´,39
kor_Hang,0,25,ìĬ,19
kor_Hang,0,26,¤,39
kor_Hang,0,27,ìĹĲ,13
kor_Hang,0,28,ê²,13
kor_Hang,0,29,Į,13
kor_Hang,0,30,Ġì,13
kor_Hang,0,31,²,13
kor_Hang,0,32,Ń,13
kor_Hang,0,33,í,47
kor_Hang,0,34,ĺ,26
kor_Hang,0,35,¼,13
kor_Hang,0,36,ìĿĦ,13
kor_Hang,0,37,Ġ,13
kor_Hang,0,38,íķĺ,13
kor_Hang,0,39,ê³ł,13
kor_Hang,0,40,",",13
kor_Hang,0,41,Ġí,47
kor_Hang,0,42,Ĺ,19
kor_Hang,0,43,¤,13
kor_Hang,0,44,ìĿ´,13
kor_Hang,0,45,ìĬ,19
kor_Hang,0,46,¤,13
kor_Hang,0,47,ëĬĶ,13
kor_Hang,0,48,Ġë,13
kor_Hang,0,49,ª,13
kor_Hang,0,50,¨,13
kor_Hang,0,51,ë,13
kor_Hang,0,52,ĳ,13
kor_Hang,0,53,Ĳ,13
kor_Hang,0,54,ìĿĺ,13
kor_Hang,0,55,Ġì,13
kor_Hang,0,56,¶,19
